epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,31867.1,1.32821,1.38288,1.83455,0.7084,0.84591,0.83612,0.3133,3.16142,1.71182,1.47595,6.44e-05,6.44e-05,6.44e-05
178,32047.5,1.30616,1.35687,1.83188,0.7124,0.86319,0.84375,0.31674,3.1513,1.7111,1.47907,6.1925e-05,6.1925e-05,6.1925e-05
179,32227.5,1.32543,1.35949,1.83546,0.74636,0.83968,0.84302,0.31773,3.15348,1.72347,1.48401,5.945e-05,5.945e-05,5.945e-05
180,32407.1,1.32169,1.3511,1.8291,0.77093,0.83149,0.85536,0.32154,3.15519,1.73313,1.48024,5.6975e-05,5.6975e-05,5.6975e-05
181,32587.1,1.29606,1.36199,1.83692,0.77352,0.84479,0.86509,0.32347,3.15414,1.72684,1.49126,5.45e-05,5.45e-05,5.45e-05
182,32767.4,1.28428,1.32211,1.81836,0.75439,0.83774,0.84756,0.3188,3.16642,1.73882,1.50357,5.2025e-05,5.2025e-05,5.2025e-05
183,32947.3,1.28859,1.35064,1.81895,0.76287,0.8465,0.85876,0.31673,3.17876,1.75638,1.52187,4.955e-05,4.955e-05,4.955e-05
184,33127.2,1.3045,1.34371,1.84206,0.74831,0.84237,0.84904,0.31384,3.18285,1.73405,1.52889,4.7075e-05,4.7075e-05,4.7075e-05
185,33306.6,1.27637,1.31087,1.83294,0.77384,0.84791,0.86559,0.32121,3.17212,1.71709,1.51564,4.46e-05,4.46e-05,4.46e-05
186,33486,2.30578,1.35625,1.44919,0.75013,0.82281,0.84709,0.30949,3.19994,1.73381,1.54608,4.2125e-05,4.2125e-05,4.2125e-05
187,33664.4,2.26516,1.25763,1.42224,0.71941,0.83212,0.83377,0.30872,3.19235,1.75296,1.53596,3.965e-05,3.965e-05,3.965e-05
188,33842.4,2.25761,1.23382,1.43158,0.73562,0.82735,0.8507,0.31558,3.17213,1.73227,1.50277,3.7175e-05,3.7175e-05,3.7175e-05
189,34020.9,2.27661,1.24295,1.40489,0.73836,0.82398,0.84792,0.31493,3.17429,1.72586,1.50801,3.47e-05,3.47e-05,3.47e-05
190,34198.6,2.27824,1.23511,1.39271,0.76925,0.8333,0.86066,0.3149,3.18141,1.71807,1.50799,3.2225e-05,3.2225e-05,3.2225e-05
191,34377.1,2.23034,1.21861,1.40874,0.76046,0.83106,0.86452,0.31721,3.17843,1.70401,1.49718,2.975e-05,2.975e-05,2.975e-05
192,34555.2,2.23631,1.19581,1.38858,0.74962,0.84098,0.86236,0.31791,3.18186,1.69416,1.50213,2.7275e-05,2.7275e-05,2.7275e-05
193,34733.6,2.25478,1.19722,1.38228,0.75255,0.84028,0.85651,0.31551,3.18548,1.70769,1.50487,2.48e-05,2.48e-05,2.48e-05
194,34911.7,2.2549,1.20257,1.39187,0.73991,0.8315,0.84755,0.31267,3.18341,1.72141,1.50031,2.2325e-05,2.2325e-05,2.2325e-05
195,35089.7,2.26418,1.187,1.34576,0.73514,0.84316,0.85579,0.31441,3.18483,1.72778,1.50371,1.985e-05,1.985e-05,1.985e-05
196,35267.8,2.26305,1.20299,1.34515,0.74773,0.84417,0.86316,0.31813,3.17917,1.71252,1.50111,1.7375e-05,1.7375e-05,1.7375e-05
197,35445.6,2.22342,1.19619,1.38708,0.7754,0.83812,0.86674,0.32064,3.17371,1.69669,1.50129,1.49e-05,1.49e-05,1.49e-05
198,35623.4,2.1969,1.17672,1.39164,0.78657,0.83884,0.86951,0.32388,3.16354,1.68849,1.49162,1.2425e-05,1.2425e-05,1.2425e-05
199,35801.6,2.19806,1.17572,1.36688,0.79132,0.84436,0.87032,0.3244,3.15815,1.67999,1.48821,9.95e-06,9.95e-06,9.95e-06
200,35979.6,2.1677,1.17186,1.35036,0.78305,0.83546,0.87217,0.32417,3.15759,1.67893,1.49128,7.475e-06,7.475e-06,7.475e-06
